years BP 2000,permille
43850,-43.14
43900,-43.14
43900,-43.9
43950,-43.9
43950,-43.88
44000,-43.88
44000,-43.15
44050,-43.15
44050,-42.11
44100,-42.11
44100,-42.31
44150,-42.31
44150,-42.48
44200,-42.48
44200,-42.03
44250,-42.03
44250,-42.59
44300,-42.59
44300,-43.57
44350,-43.57
44350,-42.29
44400,-42.29
44400,-42.21
44450,-42.21
44450,-42.97
44500,-42.97
44500,-43.42
44550,-43.42
44550,-43.18
44600,-43.18
44600,-42.1
44650,-42.1
44650,-43.34
44700,-43.34
44700,-42.45
44750,-42.45
44750,-41.73
44800,-41.73
44800,-40.57
44850,-40.57
44850,-39.89
44900,-39.89
44900,-40.24
44950,-40.24
44950,-40.89
45000,-40.89
45000,-41.86
45050,-41.86
45050,-41.82
45100,-41.82
45100,-40.91
45150,-40.91
45150,-40.72
45200,-40.72
45200,-41.27
45250,-41.27
45250,-41.07
45300,-41.07
45300,-42.03
45350,-42.03
45350,-41.18
45400,-41.18
45400,-40.7
45450,-40.7
45450,-40.73
45500,-40.73
45500,-40.98
45550,-40.98
45550,-40.6
45600,-40.6
45600,-40.75
45650,-40.75
45650,-40.23
45700,-40.23
45700,-40.94
45750,-40.94
45750,-41.08
45800,-41.08
45800,-40.82
45850,-40.82
45850,-40.26
45900,-40.26
45900,-39.46
45950,-39.46
45950,-40.16
46000,-40.16
46000,-40.2
46050,-40.2
46050,-39.47
46100,-39.47
46100,-39.51
46150,-39.51
46150,-39.57
46200,-39.57
46200,-39.45
46250,-39.45
46250,-39.37
46300,-39.37
46300,-39.59
46350,-39.59
46350,-39.24
46400,-39.24
46400,-39.8
46450,-39.8
46450,-39.37
46500,-39.37
46500,-38.41
46550,-38.41
46550,-39.01
46600,-39.01
46600,-39.05
46650,-39.05
46650,-38.98
46700,-38.98
46700,-38.66
46750,-38.66
46750,-38.93
46800,-38.93
46800,-39.11
46850,-39.11
46850,-39.13
46900,-39.13
46900,-38.98
46950,-38.98
46950,-38.02
47000,-38.02
47000,-38.49
47050,-38.49
47050,-39.17
47100,-39.17
47100,-38.03
47150,-38.03
47150,-38.09
47200,-38.09
47200,-37.71
47250,-37.71
47250,-38.19
47300,-38.19
47300,-37.35
47350,-37.35
47350,-40.26
47400,-40.26
47400,-42.32
47450,-42.32
47450,-42.78
47500,-42.78
47500,-42.87
47550,-42.87
47550,-42.58
47600,-42.58
47600,-42.15
47650,-42.15
47650,-43.07
47700,-43.07
47700,-42.7
47750,-42.7
47750,-43.16
47800,-43.16
47800,-42.48
47850,-42.48
47850,-42
47900,-42
47900,-42.87
47950,-42.87
47950,-43.63
48000,-43.63
48000,-43.61
48050,-43.61
48050,-42.8
48100,-42.8
48100,-41.98
48150,-41.98
48150,-42.02
48200,-42.02
48200,-43.16
48250,-43.16
48250,-43.83
48300,-43.83
48300,-43.48
48350,-43.48
48350,-42.91
48400,-42.91
48400,-42.31
48450,-42.31
48450,-43.18
48500,-43.18
48500,-42.92
48550,-42.92
48550,-42.98
48600,-42.98
48600,-43.13
48650,-43.13
48650,-44.06
48700,-44.06
48700,-43.9
48750,-43.9
48750,-43.48
48800,-43.48
48800,-43.49
48850,-43.49
48850,-42.8
48900,-42.8
48900,-42.44
48950,-42.44
48950,-42.13
49000,-42.13
49000,-41.59
49050,-41.59
49050,-40.95
49100,-40.95
49100,-41.17
49150,-41.17
49150,-41.3
49200,-41.3
49200,-41.22
49250,-41.22
49250,-40.92
49300,-40.92
49300,-41.16
49350,-41.16
49350,-40.23
49400,-40.23
49400,-39.84
49450,-39.84
49450,-39.73
49500,-39.73
49500,-39.62
49550,-39.62
49550,-40.9
49600,-40.9
49600,-42.11
49650,-42.11
49650,-39.81
49700,-39.81
49700,-39.48
49750,-39.48
49750,-39.51
49800,-39.51
49800,-41.41
49850,-41.41
49850,-41.85
49900,-41.85
49900,-42.38
49950,-42.38
49950,-42.11
50000,-42.11
50000,-41.51
50050,-41.51
50050,-41.19
50100,-41.19
50100,-41.47
50150,-41.47
50150,-40.3
50200,-40.3
50200,-40.52
50250,-40.52
50250,-40.53
50300,-40.53
50300,-40.49
50350,-40.49
50350,-40.42
50400,-40.42
50400,-40.74
50450,-40.74
50450,-41.1
50500,-41.1
50500,-40.72
50550,-40.72
50550,-40.19
50600,-40.19
50600,-40.29
50650,-40.29
50650,-40.86
50700,-40.86
50700,-40.59
50750,-40.59
50750,-40.51
50800,-40.51
50800,-40.86
50850,-40.86
50850,-40.9
50900,-40.9
50900,-40.71
50950,-40.71
50950,-40.43
51000,-40.43
51000,-40.78
51050,-40.78
51050,-39.81
51100,-39.81
51100,-40.57
51150,-40.57
51150,-40.63
51200,-40.63
51200,-40.22
51250,-40.22
51250,-40.34
51300,-40.34
51300,-40.11
51350,-40.11
51350,-40.72
51400,-40.72
51400,-40.72
51450,-40.72
51450,-40.15
51500,-40.15
51500,-40.53
51550,-40.53
51550,-40.6
51600,-40.6
51600,-40.45
51650,-40.45
51650,-40.08
51700,-40.08
51700,-40.71
51750,-40.71
51750,-40.69
51800,-40.69
51800,-40.43
51850,-40.43
51850,-40.85
51900,-40.85
51900,-41.07
51950,-41.07
51950,-39.81
52000,-39.81
52000,-40.44
52050,-40.44
52050,-39.8
52100,-39.8
52100,-40.67
52150,-40.67
52150,-41.01
52200,-41.01
52200,-41.04
52250,-41.04
52250,-41.39
52300,-41.39
52300,-40.26
52350,-40.26
52350,-39.11
52400,-39.11
52400,-39.27
52450,-39.27
52450,-39.79
52500,-39.79
52500,-39.96
52550,-39.96
52550,-39.87
52600,-39.87
52600,-39.04
52650,-39.04
52650,-39.42
52700,-39.42
52700,-39.91
52750,-39.91
52750,-39.44
52800,-39.44
52800,-39.31
52850,-39.31
52850,-38.84
52900,-38.84
52900,-38.83
52950,-38.83
52950,-39.74
53000,-39.74
53000,-39.24
53050,-39.24
53050,-39.99
53100,-39.99
53100,-39.42
53150,-39.42
53150,-38.77
53200,-38.77
53200,-39.48
53250,-39.48
53250,-38.96
53300,-38.96
53300,-39.87
53350,-39.87
53350,-39.66
53400,-39.66
53400,-39.55
53450,-39.55
53450,-39.59
53500,-39.59
53500,-39.24
53550,-39.24
53550,-39.27
53600,-39.27
53600,-39.56
53650,-39.56
53650,-39.21
53700,-39.21
53700,-39.31
53750,-39.31
53750,-38.9
53800,-38.9
53800,-39.49
53850,-39.49
53850,-39.47
53900,-39.47
53900,-39.38
53950,-39.38
53950,-38.73
54000,-38.73
54000,-38.83
54050,-38.83
54050,-39.5
54100,-39.5
54100,-38.51
54150,-38.51
54150,-39.35
54200,-39.35
54200,-38.88
54250,-38.88
54250,-38.86
54300,-38.86
54300,-39.03
54350,-39.03
54350,-38.74
54400,-38.74
54400,-38.44
54450,-38.44
54450,-39.24
54500,-39.24
54500,-39.37
54550,-39.37
54550,-39.1
54600,-39.1
54600,-38.55
54650,-38.55
54650,-38.03
54700,-38.03
54700,-37.92
54750,-37.92
54750,-39.91
54800,-39.91
54800,-40.86
54850,-40.86
54850,-38.87
54900,-38.87
54900,-38.79
54950,-38.79
54950,-38.81
55000,-38.81
55000,-39.14
55050,-39.14
55050,-40.65
55100,-40.65
55100,-42.52
55150,-42.52
55150,-42.87
55200,-42.87
55200,-42.52
55250,-42.52
55250,-42.8
55300,-42.8
55300,-42.88
55350,-42.88
55350,-43.53
55400,-43.53
55400,-42.7
55450,-42.7
55450,-42.46
55500,-42.46
55500,-42.74
55550,-42.74
55550,-42.29
55600,-42.29
55600,-42.2
55650,-42.2
55650,-41.63
55700,-41.63
55700,-42.2
55750,-42.2
55750,-38.93
55800,-38.93
55800,-38.84
55850,-38.84
55850,-42.14
55900,-42.14
55900,-42.87
55950,-42.87
55950,-42.76
56000,-42.76
56000,-42.49
56050,-42.49
56050,-42.9
56100,-42.9
56100,-42.99
56150,-42.99
56150,-42
56200,-42
56200,-41.42
56250,-41.42
56250,-39.24
56300,-39.24
56300,-39.61
56350,-39.61
56350,-39.32
56400,-39.32
56400,-39.61
56450,-39.61
56450,-39.35
56500,-39.35
56500,-38.9
56550,-38.9
56550,-39.83
56600,-39.83
56600,-42.08
56650,-42.08
56650,-43.22
56700,-43.22
56700,-42.96
56750,-42.96
56750,-42.84
56800,-42.84
56800,-43.09
56850,-43.09
56850,-42.63
56900,-42.63
56900,-42.16
56950,-42.16
56950,-42.47
57000,-42.47
57000,-42.24
57050,-42.24
57050,-42.42
57100,-42.42
57100,-42.46
57150,-42.46
57150,-42.01
57200,-42.01
57200,-42.36
57250,-42.36
57250,-41.25
57300,-41.25
57300,-41.23
57350,-41.23
57350,-41.17
57400,-41.17
57400,-40.63
57450,-40.63
57450,-40.11
57500,-40.11
57500,-40.07
57550,-40.07
57550,-40.27
57600,-40.27
57600,-40.68
57650,-40.68
57650,-40.92
57700,-40.92
57700,-40.61
57750,-40.61
57750,-40.51
57800,-40.51
57800,-41.02
57850,-41.02
57850,-41.42
57900,-41.42
57900,-40.5
57950,-40.5
57950,-40.37
58000,-40.37
58000,-40.35
58050,-40.35
58050,-40.68
58100,-40.68
58100,-40.02
58150,-40.02
58150,-39.67
58200,-39.67
58200,-39.74
58250,-39.74
58250,-39.83
58300,-39.83
58300,-39.44
58350,-39.44
58350,-38.99
58400,-38.99
58400,-39.6
58450,-39.6
58450,-39.68
58500,-39.68
58500,-39.17
58550,-39.17
58550,-38.64
58600,-38.64
58600,-38.83
58650,-38.83
58650,-39.42
58700,-39.42
58700,-39.87
58750,-39.87
58750,-38.41
58800,-38.41
58800,-41.2
58850,-41.2
58850,-41.97
58900,-41.97
58900,-41.09
58950,-41.09
58950,-38.19
59000,-38.19
59000,-39.6
59050,-39.6
59050,-42.05
59100,-42.05
59100,-42.52
59150,-42.52
59150,-42.66
59200,-42.66
59200,-42.19
59250,-42.19
59250,-42.46
59300,-42.46
59300,-41.99
59350,-41.99
59350,-40.97
59400,-40.97
59400,-39.35
59450,-39.35
59450,-39.19
59500,-39.19
59500,-39.52
59550,-39.52
59550,-40.99
59600,-40.99
59600,-40.3
59650,-40.3
59650,-38.95
59700,-38.95
59700,-38.36
59750,-38.36
59750,-38.25
59800,-38.25
59800,-39.12
59850,-39.12
59850,-42.3
59900,-42.3
59900,-42.88
59950,-42.88
59950,-42.94
60000,-42.94
60000,-42.25
60050,-42.25
60050,-38.53
60100,-38.53
60100,-37.93
60150,-37.93
60150,-40.31
60200,-40.31
60200,-42.72
60250,-42.72
60250,-43.39
60300,-43.39
60300,-43.45
60350,-43.45
60350,-43.27
60400,-43.27
60400,-42.43
60450,-42.43
60450,-42.57
60500,-42.57
60500,-43.58
60550,-43.58
60550,-43.37
60600,-43.37
60600,-42.69
60650,-42.69
60650,-43.07
60700,-43.07
60700,-43.16
60750,-43.16
60750,-43.33
60800,-43.33
60800,-43.45
60850,-43.45
60850,-43.3
60900,-43.3
60900,-43.24
60950,-43.24
60950,-42.84
61000,-42.84
61000,-42.89
61050,-42.89
61050,-43.25
61100,-43.25
61100,-43.19
61150,-43.19
61150,-43.24
61200,-43.24
61200,-43.12
61250,-43.12
61250,-43.05
61300,-43.05
61300,-42.99
61350,-42.99
61350,-43.13
61400,-43.13
61400,-43.1
61450,-43.1
61450,-43.53
61500,-43.53
61500,-43.74
61550,-43.74
61550,-43.69
61600,-43.69
61600,-43.65
61650,-43.65
61650,-43.39
61700,-43.39
61700,-43.97
61750,-43.97
61750,-44.15
61800,-44.15
61800,-43.21
61850,-43.21
61850,-44.19
61900,-44.19
61900,-43.28
61950,-43.28
61950,-43.81
62000,-43.81
62000,-43.7
62050,-43.7
62050,-43.18
62100,-43.18
62100,-43.1
62150,-43.1
62150,-43.23
62200,-43.23
62200,-43.67
62250,-43.67
62250,-45.1
62300,-45.1
62300,-44.57
62350,-44.57
62350,-43.63
62400,-43.63
62400,-43.09
62450,-43.09
62450,-43.34
62500,-43.34
62500,-44.38
62550,-44.38
62550,-44.75
62600,-44.75
62600,-43.15
62650,-43.15
62650,-43.63
62700,-43.63
62700,-44.21
62750,-44.21
62750,-44.7
62800,-44.7
62800,-44.49
62850,-44.49
62850,-43.54
62900,-43.54
62900,-44.18
62950,-44.18
62950,-44.6
63000,-44.6
63000,-44.01
63050,-44.01
63050,-43.86
63100,-43.86
63100,-44.52
63150,-44.52
63150,-45.02
63200,-45.02
63200,-44.74
63250,-44.74
63250,-44.58
63300,-44.58
63300,-44.43
63350,-44.43
63350,-44.15
63400,-44.15
63400,-45.16
63450,-45.16
63450,-44.63
63500,-44.63
63500,-43.77
63550,-43.77
63550,-45.04
63600,-45.04
63600,-44.4
63650,-44.4
63650,-44
63700,-44
63700,-43.9
63750,-43.9
63750,-44.81
63800,-44.81
63800,-44.7
63850,-44.7
63850,-44.37
63900,-44.37
63900,-44.49
63950,-44.49
63950,-43.79
64000,-43.79
64000,-43.41
64050,-43.41
64050,-43.2
64100,-43.2
64100,-43.1
64150,-43.1
64150,-43.35
64200,-43.35
64200,-43.99
64250,-43.99
64250,-43.26
64300,-43.26
64300,-43.05
64350,-43.05
64350,-43.39
64400,-43.39
64400,-43.95
64450,-43.95
64450,-44.26
64500,-44.26
64500,-43.34
64550,-43.34
64550,-41.33
64600,-41.33
64600,-39.97
64650,-39.97
64650,-40.07
64700,-40.07
64700,-39.74
64750,-39.74
64750,-40.21
64800,-40.21
64800,-42.24
64850,-42.24
64850,-42.97
64900,-42.97
64900,-44.26
64950,-44.26
64950,-42.71
65000,-42.71
65000,-43.79
65050,-43.79
65050,-44.25
65100,-44.25
65100,-44.17
65150,-44.17
65150,-44.85
65200,-44.85
65200,-45.29
65250,-45.29
65250,-44.49
65300,-44.49
65300,-44.44
65350,-44.44
65350,-44.52
65400,-44.52
65400,-43.84
65450,-43.84
65450,-43.55
65500,-43.55
65500,-44.22
65550,-44.22
65550,-43.94
65600,-43.94
65600,-43.61
65650,-43.61
65650,-43.04
65700,-43.04
65700,-43.84
65750,-43.84
65750,-43.85
65800,-43.85
65800,-43.54
65850,-43.54
65850,-42.91
65900,-42.91
65900,-43.12
65950,-43.12
65950,-43.61
66000,-43.61
66000,-44.81
66050,-44.81
66050,-44.26
66100,-44.26
66100,-44.16
66150,-44.16
66150,-44.64
66200,-44.64
66200,-44.44
66250,-44.44
66250,-44.24
66300,-44.24
66300,-43.95
66350,-43.95
66350,-44.01
66400,-44.01
66400,-44.48
66450,-44.48
66450,-44.76
66500,-44.76
66500,-45.04
66550,-45.04
66550,-44.48
66600,-44.48
66600,-44.33
66650,-44.33
66650,-44.17
66700,-44.17
66700,-44.19
66750,-44.19
66750,-44.22
66800,-44.22
66800,-43.67
66850,-43.67
66850,-43.35
66900,-43.35
66900,-43.04
66950,-43.04
66950,-44.23
67000,-44.23
67000,-43.99
67050,-43.99
67050,-43.76
67100,-43.76
67100,-44.65
67150,-44.65
67150,-44.3
67200,-44.3
67200,-43.71
67250,-43.71
67250,-44.64
67300,-44.64
67300,-44.21
67350,-44.21
67350,-42.91
67400,-42.91
67400,-43.39
67450,-43.39
67450,-43.73
67500,-43.73
67500,-44.12
67550,-44.12
67550,-43.2
67600,-43.2
67600,-43.62
67650,-43.62
67650,-44.08
67700,-44.08
67700,-44.18
67750,-44.18
67750,-43.76
67800,-43.76
67800,-43.33
67850,-43.33
67850,-44.73
67900,-44.73
67900,-44.22
67950,-44.22
67950,-43.41
68000,-43.41
68000,-42.37
68050,-42.37
68050,-42.32
68100,-42.32
68100,-42.79
68150,-42.79
68150,-43.22
68200,-43.22
68200,-43.45
68250,-43.45
68250,-43.99
68300,-43.99
68300,-44.37
68350,-44.37
68350,-44.81
68400,-44.81
68400,-43.87
68450,-43.87
68450,-43.87
68500,-43.87
68500,-44.62
68550,-44.62
68550,-44.16
68600,-44.16
68600,-43.83
68650,-43.83
68650,-44.1
68700,-44.1
68700,-44.05
68750,-44.05
68750,-43.96
68800,-43.96
68800,-44.47
68850,-44.47
68850,-44.25
68900,-44.25
68900,-43.42
68950,-43.42
68950,-43.66
69000,-43.66
69000,-43.76
69050,-43.76
69050,-43.84
69100,-43.84
69100,-44.4
69150,-44.4
69150,-44.69
69200,-44.69
69200,-44.03
69250,-44.03
69250,-43.92
69300,-43.92
69300,-43.8
69350,-43.8
69350,-43.76
69400,-43.76
69400,-43.93
69450,-43.93
69450,-44.19
69500,-44.19
69500,-43.3
69550,-43.3
69550,-43.6
69600,-43.6
69600,-44.03
69650,-44.03
69650,-42.78
69700,-42.78
69700,-43.35
69750,-43.35
69750,-43.73
69800,-43.73
69800,-43.88
69850,-43.88
69850,-44.39
69900,-44.39
69900,-44.68
69950,-44.68
69950,-43.8
70000,-43.8
70000,-43.54
70050,-43.54
70050,-43.09
70100,-43.09
70100,-42.07
70150,-42.07
70150,-40.56
70200,-40.56
70200,-39.73
70250,-39.73
70250,-39.55
70300,-39.55
70300,-42.18
70350,-42.18
70350,-44.18
70400,-44.18
70400,-44.7
70450,-44.7
70450,-44.34
70500,-44.34
70500,-44.32
70550,-44.32
70550,-44.23
70600,-44.23
70600,-44.13
70650,-44.13
70650,-43.82
70700,-43.82
70700,-43.76
70750,-43.76
70750,-43.67
70800,-43.67
70800,-43.28
70850,-43.28
70850,-43.05
70900,-43.05
70900,-43.5
70950,-43.5
70950,-43.52
71000,-43.52
71000,-43.48
71050,-43.48
71050,-42.86
71100,-42.86
71100,-42.45
71150,-42.45
71150,-41.93
71200,-41.93
71200,-42.22
71250,-42.22
71250,-42.16
71300,-42.16
71300,-42.07
71350,-42.07
71350,-42.06
71400,-42.06
71400,-42.17
71450,-42.17
71450,-42.27
71500,-42.27
71500,-41.6
71550,-41.6
71550,-40.74
71600,-40.74
71600,-40.51
71650,-40.51
71650,-40.51
71700,-40.51
71700,-40.13
71750,-40.13
71750,-40.34
71800,-40.34
71800,-40.87
71850,-40.87
71850,-40.37
71900,-40.37
71900,-39.81
71950,-39.81
71950,-39.58
72000,-39.58
72000,-39.69
72050,-39.69
72050,-40.1
72100,-40.1
72100,-39.91
72150,-39.91
72150,-39.5
72200,-39.5
72200,-39.53
72250,-39.53
72250,-39.61
72300,-39.61
72300,-39.66
72350,-39.66
72350,-39.23
72400,-39.23
72400,-39.08
72450,-39.08
72450,-39
72500,-39
72500,-38.73
72550,-38.73
72550,-38.61
72600,-38.61
72600,-38.47
72650,-38.47
72650,-38.31
72700,-38.31
72700,-38.39
72750,-38.39
72750,-37.92
72800,-37.92
72800,-37.67
72850,-37.67
72850,-38.15
72900,-38.15
72900,-37.71
72950,-37.71
72950,-37.96
73000,-37.96
73000,-40.85
73050,-40.85
73050,-43.63
73100,-43.63
73100,-44.39
73150,-44.39
73150,-44.22
73200,-44.22
73200,-43.95
73250,-43.95
73250,-44.66
73300,-44.66
73300,-44.84
73350,-44.84
73350,-45.07
73400,-45.07
73400,-44.96
73450,-44.96
73450,-44.69
73500,-44.69
73500,-44.92
73550,-44.92
73550,-45.18
73600,-45.18
73600,-44.66
73650,-44.66
73650,-44.36
73700,-44.36
73700,-45.05
73750,-45.05
73750,-45.15
73800,-45.15
73800,-44.43
73850,-44.43
73850,-44.57
73900,-44.57
73900,-44.9
73950,-44.9
73950,-44.79
74000,-44.79
74000,-44.65
74050,-44.65
74050,-45.13
74100,-45.13
74100,-45.39
74150,-45.39
74150,-44.99
74200,-44.99
74200,-44.88
74250,-44.88
74250,-44.41
74300,-44.41
74300,-44.44
74350,-44.44
74350,-44.54
74400,-44.54
74400,-44.88
74450,-44.88
74450,-45.15
74500,-45.15
74500,-44.34
74550,-44.34
74550,-44.21
74600,-44.21
74600,-44.06
74650,-44.06
74650,-44.69
74700,-44.69
74700,-44.51
74750,-44.51
74750,-42.98
74800,-42.98
74800,-42.78
74850,-42.78
74850,-42.22
74900,-42.22
74900,-40.97
74950,-40.97
74950,-39.88
75000,-39.88
75000,-40.06
75050,-40.06
75050,-40.97
75100,-40.97
75100,-41.35
75150,-41.35
75150,-40.44
75200,-40.44
75200,-40.86
75250,-40.86
75250,-40.34
75300,-40.34
75300,-39.97
75350,-39.97
75350,-40
75400,-40
75400,-39.86
75450,-39.86
75450,-39.5
75500,-39.5
75500,-39.19
75550,-39.19
75550,-39.54
75600,-39.54
75600,-39.6
75650,-39.6
75650,-39.44
75700,-39.44
75700,-39.24
75750,-39.24
75750,-39.64
75800,-39.64
75800,-39.27
75850,-39.27
75850,-39.45
75900,-39.45
75900,-39.05
75950,-39.05
75950,-39.23
76000,-39.23
76000,-39.51
76050,-39.51
76050,-39.24
76100,-39.24
76100,-39.32
76150,-39.32
76150,-39.14
76200,-39.14
76200,-38.8
76250,-38.8
76250,-38.81
76300,-38.81
76300,-38.37
76350,-38.37
76350,-38.65
76400,-38.65
76400,-38.79
76450,-38.79
76450,-38.9
76500,-38.9
76500,-38.58
76550,-38.58
76550,-38.12
76600,-38.12
76600,-38.18
76650,-38.18
76650,-38.38
76700,-38.38
76700,-38.25
76750,-38.25
76750,-37.93
76800,-37.93
76800,-37.84
76850,-37.84
76850,-37.81
76900,-37.81
76900,-37.28
76950,-37.28
76950,-37.59
77000,-37.59
77000,-37.28
77050,-37.28
77050,-36.81
77100,-36.81
77100,-38.69
77150,-38.69
77150,-41.42
77200,-41.42
77200,-42.68
77250,-42.68
77250,-42.95
77300,-42.95
77300,-42.4
77350,-42.4
77350,-42.43
77400,-42.43
77400,-42.46
77450,-42.46
77450,-42.8
77500,-42.8
77500,-43.41
77550,-43.41
77550,-42.45
77600,-42.45
77600,-42.95
77650,-42.95
77650,-43.1
77700,-43.1
77700,-42.55
77750,-42.55
77750,-42.42
77800,-42.42
77800,-42.68
77850,-42.68
77850,-42.92
77900,-42.92
77900,-42.87
77950,-42.87
77950,-42.37
78000,-42.37
78000,-42.8
78050,-42.8
78050,-43.63
78100,-43.63
78100,-43.59
78150,-43.59
78150,-43.15
78200,-43.15
78200,-42.74
78250,-42.74
78250,-42.39
78300,-42.39
78300,-42.64
78350,-42.64
78350,-42.48
78400,-42.48
78400,-42.07
78450,-42.07
78450,-41.62
78500,-41.62
78500,-41.06
78550,-41.06
78550,-39.62
78600,-39.62
78600,-39.29
78650,-39.29
78650,-39.05
78700,-39.05
78700,-39.28
78750,-39.28
78750,-39.86
78800,-39.86
78800,-40.49
78850,-40.49
78850,-41.03
78900,-41.03
78900,-41.23
78950,-41.23
78950,-40.92
79000,-40.92
79000,-41.01
79050,-41.01
79050,-40.85
79100,-40.85
79100,-40.3
79150,-40.3
79150,-39.91
79200,-39.91
79200,-40.49
79250,-40.49
79250,-40.4
79300,-40.4
79300,-39.96
79350,-39.96
79350,-40.64
79400,-40.64
79400,-40.2
79450,-40.2
79450,-39.28
79500,-39.28
79500,-39.37
79550,-39.37
79550,-38.9
79600,-38.9
79600,-39.32
79650,-39.32
79650,-39.03
79700,-39.03
79700,-38.91
79750,-38.91
79750,-39.45
79800,-39.45
79800,-39.17
79850,-39.17
79850,-38.72
79900,-38.72
79900,-38.69
79950,-38.69
79950,-40.76
80000,-40.76
80000,-40.7
80050,-40.7
80050,-40.56
80100,-40.56
80100,-40.34
80150,-40.34
80150,-40.08
80200,-40.08
80200,-40.31
80250,-40.31
80250,-40.28
80300,-40.28
80300,-39.9
80350,-39.9
80350,-39.98
80400,-39.98
80400,-40.33
80450,-40.33
80450,-40.02
80500,-40.02
80500,-39.91
80550,-39.91
80550,-39.3
80600,-39.3
80600,-39.45
80650,-39.45
80650,-39.8
80700,-39.8
80700,-39.58
80750,-39.58
80750,-39.54
80800,-39.54
80800,-39.37
80850,-39.37
80850,-39.25
80900,-39.25
80900,-39
80950,-39
80950,-39.61
81000,-39.61
81000,-39.51
81050,-39.51
81050,-39.33
81100,-39.33
81100,-39.52
81150,-39.52
81150,-39.16
81200,-39.16
81200,-38.65
81250,-38.65
81250,-38.98
81300,-38.98
81300,-39.22
81350,-39.22
81350,-39.44
81400,-39.44
81400,-39.18
81450,-39.18
81450,-38.74
81500,-38.74
81500,-38.61
81550,-38.61
81550,-38.36
81600,-38.36
81600,-38.79
81650,-38.79
81650,-38.85
81700,-38.85
81700,-38.48
81750,-38.48
81750,-38.65
81800,-38.65
81800,-38.35
81850,-38.35
81850,-38.44
81900,-38.44
81900,-38.37
81950,-38.37
81950,-38.07
82000,-38.07
82000,-38.38
82050,-38.38
82050,-38.31
82100,-38.31
82100,-38.26
82150,-38.26
82150,-38.14
82200,-38.14
82200,-38.43
82250,-38.43
82250,-37.99
82300,-37.99
82300,-37.79
82350,-37.79
82350,-37.78
82400,-37.78
82400,-37.84
82450,-37.84
82450,-37.68
82500,-37.68
82500,-37.26
82550,-37.26
82550,-37.88
82600,-37.88
82600,-38.05
82650,-38.05
82650,-38.23
82700,-38.23
82700,-38.06
82750,-38.06
82750,-38.24
82800,-38.24
82800,-37.72
82850,-37.72
82850,-37.82
82900,-37.82
82900,-37.96
82950,-37.96
82950,-38.62
83000,-38.62
83000,-38.45
83050,-38.45
83050,-37.85
83100,-37.85
83100,-38.22
83150,-38.22
83150,-37.96
83200,-37.96
83200,-37.92
83250,-37.92
83250,-37.92
83300,-37.92
83300,-37.99
83350,-37.99
83350,-37.84
83400,-37.84
83400,-37.57
83450,-37.57
83450,-37.98
83500,-37.98
83500,-38.47
83550,-38.47
83550,-38.19
83600,-38.19
83600,-38.02
83650,-38.02
83650,-38.19
83700,-38.19
83700,-37.28
83750,-37.28
83750,-37.02
83800,-37.02
83800,-37.06
83850,-37.06
83850,-37.57
83900,-37.57
83900,-37.78
83950,-37.78
83950,-37.76
84000,-37.76
84000,-38.02
84050,-38.02
84050,-37.82
84100,-37.82
84100,-37.94
84150,-37.94
84150,-37.84
84200,-37.84
84200,-37.35
84250,-37.35
84250,-36.94
84300,-36.94
84300,-37.24
84350,-37.24
84350,-36.82
84400,-36.82
84400,-37.55
84450,-37.55
84450,-37.54
84500,-37.54
84500,-37.84
84550,-37.84
84550,-38.15
84600,-38.15
84600,-37.8
84650,-37.8
84650,-37.52
84700,-37.52
84700,-37.19
84750,-37.19
84750,-37.34
84800,-37.34
84800,-37.41
84850,-37.41
84850,-37.95
84900,-37.95
84900,-37.55
84950,-37.55
84950,-37.98
85000,-37.98
85000,-37.94
85050,-37.94
85050,-38.32
85100,-38.32
85100,-37.49
85150,-37.49
85150,-37.07
85200,-37.07
85200,-37.2
85250,-37.2
85250,-37.06
85300,-37.06
85300,-36.62
85350,-36.62
85350,-36.81
85400,-36.81
85400,-37.19
85450,-37.19
85450,-39.15
85500,-39.15
85500,-41.13
85550,-41.13
85550,-41.03
85600,-41.03
85600,-40.68
85650,-40.68
85650,-39.29
85700,-39.29
85700,-38.7
85750,-38.7
85750,-40.33
85800,-40.33
85800,-39.98
85850,-39.98
85850,-40.09
85900,-40.09
85900,-41.2
85950,-41.2
85950,-40.89
86000,-40.89
86000,-40.46
86050,-40.46
86050,-40.31
86100,-40.31
86100,-40.69
86150,-40.69
86150,-41.29
86200,-41.29
86200,-41.13
86250,-41.13
86250,-41.08
86300,-41.08
86300,-41.6
86350,-41.6
86350,-41.36
86400,-41.36
86400,-41.4
86450,-41.4
86450,-41.52
86500,-41.52
86500,-40.93
86550,-40.93
86550,-41.56
86600,-41.56
86600,-41.6
86650,-41.6
86650,-40.68
86700,-40.68
86700,-40.73
86750,-40.73
86750,-40.77
86800,-40.77
86800,-40.04
86850,-40.04
86850,-41.02
86900,-41.02
86900,-41.35
86950,-41.35
86950,-41.32
87000,-41.32
87000,-41.5
87050,-41.5
87050,-41.57
87100,-41.57
87100,-41.27
87150,-41.27
87150,-40.91
87200,-40.91
87200,-40.93
87250,-40.93
87250,-41.24
87300,-41.24
87300,-41.47
87350,-41.47
87350,-41.7
87400,-41.7
87400,-42.09
87450,-42.09
87450,-41.39
87500,-41.39
87500,-41.31
87550,-41.31
87550,-41.28
87600,-41.28
87600,-41.16
